date_time,sample_timestamp_utc_secs,raw_particle_count,particle_concentration,humidity
01/03/2015 14:44:36,1425239076,0,0,55
01/03/2015 14:45:06,1425239106,0,0,55
01/03/2015 14:45:36,1425239136,2,0,55
01/03/2015 14:46:06,1425239166,0,0,54
01/03/2015 14:46:36,1425239196,0,0,54
01/03/2015 14:47:06,1425239226,0,0,54
01/03/2015 14:47:36,1425239256,1,0,54
01/03/2015 14:48:06,1425239286,0,0,54
01/03/2015 14:48:36,1425239316,0,0,54
01/03/2015 14:49:06,1425239346,10,0.1,54
01/03/2015 14:49:36,1425239376,0,0.2,55
01/03/2015 14:50:06,1425239406,0,0,54
01/03/2015 14:50:36,1425239436,0,0,54
01/03/2015 14:51:06,1425239466,0,0,54
01/03/2015 14:51:36,1425239496,0,0,55
01/03/2015 14:52:06,1425239526,0,0,54
01/03/2015 14:52:36,1425239556,0,0,54
01/03/2015 14:53:06,1425239586,0,0,54
01/03/2015 14:53:36,1425239616,3,0,54
01/03/2015 14:54:06,1425239646,0,0,54
01/03/2015 14:54:36,1425239676,6,0,54
01/03/2015 14:55:06,1425239706,0,0,54
01/03/2015 14:55:36,1425239736,0,0,54
01/03/2015 14:56:06,1425239766,0,0,54
01/03/2015 14:56:36,1425239796,0,0,54
01/03/2015 14:57:06,1425239826,0,0,54
01/03/2015 14:57:36,1425239856,4,0,54
01/03/2015 14:58:06,1425239886,1,0,54
01/03/2015 14:58:36,1425239916,14,0.1,54
01/03/2015 14:59:06,1425239946,0,0.3,54
01/03/2015 14:59:36,1425239976,0,0,54
01/03/2015 15:00:06,1425240006,1,0,54
01/03/2015 15:00:36,1425240036,1,0,54
01/03/2015 15:01:06,1425240066,8,0.1,54
01/03/2015 15:01:36,1425240096,0,0.1,54
01/03/2015 15:02:06,1425240126,0,0,54
01/03/2015 15:02:36,1425240156,0,0,54
01/03/2015 15:03:06,1425240186,0,0,54
01/03/2015 15:03:36,1425240216,0,0,54
01/03/2015 15:04:06,1425240246,0,0,54
01/03/2015 15:04:36,1425240276,2,0,54
01/03/2015 15:05:06,1425240306,2,0,54
01/03/2015 15:05:36,1425240336,0,0,54
01/03/2015 15:06:06,1425240366,7,0,54
01/03/2015 15:06:36,1425240396,0,0,54
01/03/2015 15:07:06,1425240426,0,0,54
01/03/2015 15:07:36,1425240456,1,0,53
01/03/2015 15:08:06,1425240486,8,0.1,54
01/03/2015 15:08:36,1425240516,0,0,54
01/03/2015 15:09:06,1425240546,0,0,54
01/03/2015 15:09:36,1425240576,0,0,54
01/03/2015 15:10:06,1425240606,0,0,54
01/03/2015 15:10:36,1425240636,0,0,54
01/03/2015 15:11:06,1425240666,0,0,54
01/03/2015 15:11:36,1425240696,15,0.1,54
01/03/2015 15:12:06,1425240726,0,0.3,54
01/03/2015 15:12:36,1425240756,0,0.1,54
01/03/2015 15:13:06,1425240786,0,0,54
01/03/2015 15:13:36,1425240816,1,0,54
01/03/2015 15:14:06,1425240846,0,0,53
01/03/2015 15:14:36,1425240876,1,0,53
01/03/2015 15:15:06,1425240906,0,0,54
01/03/2015 15:15:36,1425240936,4,0,54
01/03/2015 15:16:06,1425240966,5,0,54
01/03/2015 15:16:36,1425240996,0,0,54
01/03/2015 15:17:06,1425241026,0,0,54
01/03/2015 15:17:36,1425241056,3,0,54
01/03/2015 15:18:06,1425241086,4,0,54
01/03/2015 15:18:36,1425241116,1,0,54
01/03/2015 15:19:06,1425241146,0,0,54
01/03/2015 15:19:36,1425241176,0,0,54
01/03/2015 15:20:06,1425241206,6,0.1,54
01/03/2015 15:20:36,1425241236,0,0,54
01/03/2015 15:21:06,1425241266,0,0,54
01/03/2015 15:21:36,1425241296,0,0,54
01/03/2015 15:22:06,1425241326,9,0.2,54
01/03/2015 15:22:36,1425241356,0,0,54
01/03/2015 15:23:06,1425241386,0,0,54
01/03/2015 15:23:36,1425241416,4,0,54
01/03/2015 15:24:06,1425241446,5,0,54
01/03/2015 15:24:36,1425241476,0,0,54
01/03/2015 15:25:06,1425241506,0,0,54
