#fid,apikey,created,updated,title,csvfile,deviceid,datatype,lat,lon
000000004,612d6f2c-3ba0-11e4-991f-7c7a91472dae,1410652073,1410652073,,,6794560212,frackbox,51.47176,-0.06403
